type,city,district,session,name,photo,party,gender,age,education,hair,opinion,lat,lon
分區立委,雲林縣,第1選區,麥寮鄉 台西鄉 東勢鄉 褒忠鄉 土庫鎮 虎尾鎮 四湖鄉 元長鄉 口湖鄉 水林鄉 北港鎮,張鎔麒,http://g0v-data.github.io/cec-crawler/images/009-%E9%9B%B2%E6%9E%97%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-2-%E5%BC%B5%E9%8E%94%E9%BA%92.jpg,中國國民黨,M,29,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303150313233363037363038,23.555479,120.14232
分區立委,雲林縣,第1選區,,蘇治芬,http://g0v-data.github.io/cec-crawler/images/009-%E9%9B%B2%E6%9E%97%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-1-%E8%98%87%E6%B2%BB%E8%8A%AC.jpg,民主進步黨,F,63,高中,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303150323030393230323830,23.555479,120.14232
分區立委,雲林縣,第2選區,崙背鄉 二崙鄉 西螺鎮 莿桐鄉 林內鄉 斗六市 大埤鄉 斗南鎮 古坑鄉,吳威志,http://g0v-data.github.io/cec-crawler/images/009-%E9%9B%B2%E6%9E%97%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-3-%E5%90%B3%E5%A8%81%E5%BF%97.jpg,中國國民黨,M,51,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303150313230393035373431,23.667967,120.508073
分區立委,雲林縣,第2選區,,劉建國,http://g0v-data.github.io/cec-crawler/images/009-%E9%9B%B2%E6%9E%97%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-4-%E5%8A%89%E5%BB%BA%E5%9C%8B.jpg,民主進步黨,M,47,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303150313230303030313730,23.667967,120.508073
分區立委,嘉義縣,第1選區,六腳鄉 東石鄉 朴子市 太保市 布袋鎮 義竹鄉 鹿草鄉 水上鄉,林江釧,http://g0v-data.github.io/cec-crawler/images/010-%E5%98%89%E7%BE%A9%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-3-%E6%9E%97%E6%B1%9F%E9%87%A7.jpg,中國國民黨,M,42,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303151313230373035303337,23.37786,120.15262
分區立委,嘉義縣,第1選區,,蔡易餘,http://g0v-data.github.io/cec-crawler/images/010-%E5%98%89%E7%BE%A9%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-2-%E8%94%A1%E6%98%93%E9%A4%98.jpg,民主進步黨,M,35,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303151313232393534393033,23.37786,120.15262
分區立委,嘉義縣,第2選區,溪口鄉 大林鎮 梅山鄉 新港鄉 民雄鄉 竹崎鄉 中埔鄉 番路鄉 大埔鄉 阿里山鄉,林于玲,http://g0v-data.github.io/cec-crawler/images/010-%E5%98%89%E7%BE%A9%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-3-%E6%9E%97%E4%BA%8E%E7%8E%B2.jpg,中國國民黨,F,53,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303151323230393737393139,23.414226,120.632843
分區立委,嘉義縣,第2選區,,陳明文,http://g0v-data.github.io/cec-crawler/images/010-%E5%98%89%E7%BE%A9%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%99%B3%E6%98%8E%E6%96%87.jpg,民主進步黨,M,62,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303151313032393136363330,23.414226,120.632843
分區立委,嘉義市,全市,,吳育仁,http://g0v-data.github.io/cec-crawler/images/020-%E5%98%89%E7%BE%A9%E5%B8%82-%E9%81%B8%E8%88%89%E5%8D%80-1-%E5%90%B3%E8%82%B2%E4%BB%81.jpg,中國國民黨,M,47,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303150313231303333383036,23.479741,120.448952
分區立委,嘉義市,全市,,李俊俋,http://g0v-data.github.io/cec-crawler/images/020-%E5%98%89%E7%BE%A9%E5%B8%82-%E9%81%B8%E8%88%89%E5%8D%80-3-%E6%9D%8E%E4%BF%8A%E4%BF%8B.jpg,民主進步黨,M,51,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303151313230303135303338,23.479741,120.448952
分區立委,屏東縣,第1選區,里港鄉 高樹鄉 霧臺鄉 九如鄉 鹽埔鄉 長治鄉 內埔鄉 瑪家鄉 泰武鄉 竹田鄉 萬巒鄉 潮州鎮三地門鄉,廖婉汝,http://g0v-data.github.io/cec-crawler/images/013-%E5%B1%8F%E6%9D%B1%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-1-%E5%BB%96%E5%A9%89%E6%B1%9D.jpg,中國國民黨,F,56,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303154323231393830373731,22.455941,120.737918
分區立委,屏東縣,第1選區,,蘇震清,http://g0v-data.github.io/cec-crawler/images/013-%E5%B1%8F%E6%9D%B1%E7%B8%A3-%E7%AC%AC1%E9%81%B8%E8%88%89%E5%8D%80-2-%E8%98%87%E9%9C%87%E6%B8%85.jpg,民主進步黨,M,51,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303154313230383638363132,22.455941,120.737918
分區立委,屏東縣,第2選區,屏東市 麟洛鄉 萬丹鄉,王進士,http://g0v-data.github.io/cec-crawler/images/013-%E5%B1%8F%E6%9D%B1%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-2-%E7%8E%8B%E9%80%B2%E5%A3%AB.jpg,中國國民黨,M,68,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303154313031353135353532,22.318328,120.69382
分區立委,屏東縣,第2選區,,鍾佳濱,http://g0v-data.github.io/cec-crawler/images/013-%E5%B1%8F%E6%9D%B1%E7%B8%A3-%E7%AC%AC2%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%8D%BE%E4%BD%B3%E6%BF%B1.jpg,民主進步黨,M,51,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303145313230333033353037,22.318328,120.69382
分區立委,屏東縣,第3選區,新園鄉 崁頂鄉 南州鄉 新埤鄉 來義鄉 東港鎮 林邊鄉 佳冬鄉 枋寮鄉 春日鄉 枋山鄉 獅子鄉 牡丹鄉 車城鄉 滿州鄉 恆春鎮 琉球鄉,許謹如,http://g0v-data.github.io/cec-crawler/images/013-%E5%B1%8F%E6%9D%B1%E7%B8%A3-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-4-%E8%A8%B1%E8%AC%B9%E5%A6%82.jpg,中國國民黨,F,45,專科,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303154323230353934333432,21.899827,120.858907
分區立委,屏東縣,第3選區,,莊瑞雄,http://g0v-data.github.io/cec-crawler/images/013-%E5%B1%8F%E6%9D%B1%E7%B8%A3-%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80-3-%E8%8E%8A%E7%91%9E%E9%9B%84.jpg,民主進步黨,M,53,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303154313230393837393235,21.899827,120.858907
分區立委,台東縣,全縣,,陳建閣,http://g0v-data.github.io/cec-crawler/images/014-%E8%87%BA%E6%9D%B1%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%99%B3%E5%BB%BA%E9%96%A3.jpg,中國國民黨,M,49,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303156313230313530373531,22.845453,121.123259
分區立委,台東縣,全縣,,劉櫂豪,http://g0v-data.github.io/cec-crawler/images/014-%E8%87%BA%E6%9D%B1%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-2-%E5%8A%89%E6%AB%82%E8%B1%AA.jpg,民主進步黨,M,49,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303156313230303232393835,22.845453,121.123259
分區立委,花蓮縣,全縣,,王廷升,http://g0v-data.github.io/cec-crawler/images/015-%E8%8A%B1%E8%93%AE%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-4-%E7%8E%8B%E5%BB%B7%E5%8D%87.jpg,中國國民黨,M,51,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303155313230323331303633,23.652687,121.477725
分區立委,花蓮縣,全縣,,蕭美琴,http://g0v-data.github.io/cec-crawler/images/015-%E8%8A%B1%E8%93%AE%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-2-%E8%95%AD%E7%BE%8E%E7%90%B4.jpg,民主進步黨,F,45,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303141323330333139363133,23.652687,121.477725
分區立委,澎湖縣,全縣,,楊曜,http://g0v-data.github.io/cec-crawler/images/016-%E6%BE%8E%E6%B9%96%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-2-%E6%A5%8A%E6%9B%9C.jpg,民主進步黨,M,50,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303158313230323431383832,23.580278,119.586759
分區立委,金門縣,全縣,,楊鎮浯,http://g0v-data.github.io/cec-crawler/images/020-%E9%87%91%E9%96%80%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-5-%E6%A5%8A%E9%8E%AE%E6%B5%AF.jpg,中國國民黨,M,44,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/313034303430303157313030333130383531,24.430766,119.413971
分區立委,連江縣,全縣,,陳雪生,http://g0v-data.github.io/cec-crawler/images/007-%E9%80%A3%E6%B1%9F%E7%B8%A3-%E9%81%B8%E8%88%89%E5%8D%80-1-%E9%99%B3%E9%9B%AA%E7%94%9F.jpg,中國國民黨,M,64,高中,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/1/31303430343030315a313030303038333834,25.208539,120.001739
不分區立委,,,,吳焜裕,,民主進步黨,M,57,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/016,,
不分區立委,,,,吳玉琴,,民主進步黨,F,52,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/017,,
不分區立委,,,,陳曼麗,,民主進步黨,F,61,碩士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/018,,
不分區立委,,,,顧立雄,,民主進步黨,M,58,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/019,,
不分區立委,,,,蔡培慧,,民主進步黨,F,45,博士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/020,,
不分區立委,,,,王榮璋,,民主進步黨,M,52,高中,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/021,,
不分區立委,,,,谷辣斯‧尤達卡 Kolas Yotaka,,民主進步黨,F,42,碩士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/022,,
不分區立委,,,,余宛如,,民主進步黨,F,36,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/023,,
不分區立委,,,,蘇嘉全,,民主進步黨,M,60,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/024,,
不分區立委,,,,段宜康,,民主進步黨,M,53,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/025,,
不分區立委,,,,鄭麗君,,民主進步黨,F,47,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/026,,
不分區立委,,,,陳其邁,,民主進步黨,M,52,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/027,,
不分區立委,,,,尤美女,,民主進步黨,F,61,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/028,,
不分區立委,,,,李應元,,民主進步黨,M,63,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/029,,
不分區立委,,,,鍾孔炤,,民主進步黨,M,60,高中,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/030,,
不分區立委,,,,林靜儀,,民主進步黨,F,42,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/031,,
不分區立委,,,,徐國勇,,民主進步黨,M,58,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/032,,
不分區立委,,,,施義芳,,民主進步黨,M,54,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/033,,
不分區立委,,,,周春米,,民主進步黨,F,50,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/034,,
不分區立委,,,,李麗芬,,民主進步黨,F,48,大學,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/035,,
不分區立委,,,,張麗芬,,綠黨社會民主黨聯盟,F,52,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/281,,
不分區立委,,,,李根政,,綠黨社會民主黨聯盟,M,48,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/282,,
不分區立委,,,,詹順貴,,綠黨社會民主黨聯盟,M,52,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/283,,
不分區立委,,,,葉大華,,綠黨社會民主黨聯盟,F,45,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/284,,
不分區立委,,,,謝英俊,,綠黨社會民主黨聯盟,M,62,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/285,,
不分區立委,,,,許秀雯,,綠黨社會民主黨聯盟,F,44,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/286,,
不分區立委,,,,李鴻鈞,,親民黨,M,57,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/090,,
不分區立委,,,,陳怡潔,,親民黨,F,37,博士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/091,,
不分區立委,,,,周陳秀霞,,親民黨,F,58,其他,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/092,,
不分區立委,,,,黃越宏,,親民黨,M,60,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/093,,
不分區立委,,,,楊紫宗,,親民黨,M,55,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/094,,
不分區立委,,,,王金平,,中國國民黨,M,75,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/001,,
不分區立委,,,,柯志恩,,中國國民黨,F,54,博士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/002,,
不分區立委,,,,陳宜民,,中國國民黨,M,60,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/003,,
不分區立委,,,,林麗蟬,,中國國民黨,F,39,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/004,,
不分區立委,,,,許毓仁,,中國國民黨,M,38,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/005,,
不分區立委,,,,曾銘宗,,中國國民黨,M,57,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/006,,
不分區立委,,,,黃昭順,,中國國民黨,F,63,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/007,,
不分區立委,,,,吳志揚,,中國國民黨,M,47,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/008,,
不分區立委,,,,張麗善,,中國國民黨,F,52,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/009,,
不分區立委,,,,徐榛蔚,,中國國民黨,F,48,大學,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/010,,
不分區立委,,,,曾永權,,中國國民黨,M,69,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/011,,
不分區立委,,,,王育敏,,中國國民黨,F,45,碩士,中,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/012,,
不分區立委,,,,胡筑生,,中國國民黨,M,68,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/013,,
不分區立委,,,,林奕華,,中國國民黨,F,48,碩士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/014,,
不分區立委,,,,童惠珍,,中國國民黨,F,51,碩士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/015,,
不分區立委,,,,高潞．以用．巴魕剌 Kawlo．Iyun．Pacidal,,時代力量,F,39,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/267,,
不分區立委,,,,徐永明,,時代力量,M,50,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/268,,
不分區立委,,,,鄭秀玲,,時代力量,F,61,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/269,,
不分區立委,,,,柯劭臻,,時代力量,F,42,大學,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/270,,
不分區立委,,,,林依瑩,,時代力量,F,43,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/271,,
不分區立委,,,,柯一正,,時代力量,M,67,碩士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/nationwide/detail/08/272,,
平地原住民,,,,廖國棟,https://drive.google.com/file/d/0BwyJYIuFnSC-cFdiNHNON2UwaTA/view?usp=sharing,中國國民黨,M,61,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/3/313034303630303156313031313134383036,,
平地原住民,,,,鄭天財,https://drive.google.com/file/d/0BwyJYIuFnSC-ZlN4ZERrRmRPUEU/view?usp=sharing,中國國民黨,M,60,大學,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/3/313034303630303155313230363839303134,,
平地原住民,,,,陳瑩,https://drive.google.com/file/d/0BwyJYIuFnSC-eFRlc3FoOTZmRkU/view?usp=sharing,民主進步黨,F,44,碩士,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/3/313034303630303156323230303431363739,,
山地原住民,,,,高金素梅,https://drive.google.com/file/d/0BwyJYIuFnSC-OVM3djN1TnFqMUk/view?usp=sharing,無黨團結聯盟,F,51,高中,長,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/2/31303430373030314c323232303132303036,,
山地原住民,,,,孔文吉,https://drive.google.com/file/d/0BwyJYIuFnSC-ajA2T1R2WHVMNFE/view?usp=sharing,中國國民黨,M,59,博士,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/2/313034303730303142313230373031353238,,
山地原住民,,,,簡東明,https://drive.google.com/file/d/0BwyJYIuFnSC-OVQwcDMyWU1DLWM/view?usp=sharing,中國國民黨,M,65,專科,短,http://2016.cec.gov.tw/frontsite/2016/proofreader/canRPTArea/detail/2/313034303730303154313032383835393634,,
