103119, 2014/09/29 13:43, 6.1, 3.2, 花蓮縣政府北偏東方  41.1  公里 (位於宜蘭縣近海)
103118, 2014/09/26 19:44, 30.7, 4.4, 花蓮縣政府西南方  15.9  公里 (位於花蓮縣壽豐鄉)
103117, 2014/09/26 17:26, 8.5, 2.9, 花蓮縣政府北偏東方  41.9  公里 (位於宜蘭縣近海)
103116, 2014/09/25 19:24, 23.4, 3.6, 苗栗縣政府西南方  11.9  公里 (位於苗栗縣通霄鎮)
103115, 2014/09/25 18:35, 18, 5.3, 臺東縣政府東偏北方  12.6  公里 (位於臺東縣近海)
103114, 2014/09/24 19:11, 7.5, 3, 花蓮縣政府北偏東方  41.4  公里 (位於宜蘭縣近海)
103113, 2014/09/24 09:01, 8.4, 4.1, 花蓮縣政府北偏東方  41.8  公里 (位於宜蘭縣近海)
103112, 2014/09/21 05:14, 31.5, 5, 花蓮縣政府南方  44.5  公里 (位於花蓮縣近海)
103111, 2014/09/10 13:12, 19.5, 4.7, 宜蘭縣政府東南方  53.3  公里 (位於臺灣東部海域)
103110, 2014/09/05 20:10, 12.9, 3.9, 花蓮縣政府西方  6.1  公里 (位於花蓮縣吉安鄉)
103109, 2014/09/04 18:15, 9.7, 3.8, 嘉義市政府南偏東方  34.8  公里 (位於臺南市楠西區)
103108, 2014/08/27 11:01, 5.9, 3.1, 嘉義市政府東南方  51.9  公里 (位於高雄市桃源區)
103107, 2014/08/21 18:41, 11.1, 3.3, 宜蘭縣政府南偏東方  29.6  公里 (位於宜蘭縣近海)
103106, 2014/08/12 02:35, 5.9, 3.6, 嘉義市政府東南方  50.8  公里 (位於高雄市桃源區)
103105, 2014/08/09 12:54, 17.5, 3.9, 花蓮縣政府西偏北方  11.5  公里 (位於花蓮縣秀林鄉)
103104, 2014/08/06 11:46, 84.2, 5.1, 臺東縣政府南偏東方  68.2  公里 (位於臺灣東部海域)
103103, 2014/08/02 23:01, 9.9, 2.1, 臺中市政府東北方  12.1  公里 (位於臺中市北屯區)
103102, 2014/08/01 12:38, 6.1, 4, 宜蘭縣政府西南方  25.3  公里 (位於宜蘭縣大同鄉)
103101, 2014/08/01 10:32, 5.8, 3.4, 臺東縣政府北偏西方  48.6  公里 (位於臺東縣海端鄉)
103100, 2014/07/31 21:41, 3.9, 3, 臺東縣政府北偏西方  46.8  公里 (位於臺東縣海端鄉)
103099, 2014/07/28 21:14, 30.2, 4, 花蓮縣政府南偏東方  58.0  公里 (位於臺灣東部海域)
103098, 2014/07/26 04:37, 5.8, 3.3, 嘉義市政府東南方  51.7  公里 (位於高雄市桃源區)
103097, 2014/07/26 00:43, 101, 4, 宜蘭縣政府東偏北方  30.0  公里 (位於臺灣東部海域)
